reference_designator,method,stream_name,uframe_route,driver,parser,instrument_type
CE01ISSM-MFC31-00-CPMENG000,telemetered,cg_cpm_eng_cpm,Ingest.cg-cpm-eng-cpm_telemetered,cg_cpm_eng_cpm_telemetered_driver,cg_cpm_eng_cpm,Engineering
CE01ISSM-MFC31-00-CPMENG000,recovered_host,cg_cpm_eng_cpm_recovered,Ingest.cg-cpm-eng-cpm_recovered,cg_cpm_eng_cpm_recovered_driver,cg_cpm_eng_cpm,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_cpu_uptime,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_aarm,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_mgr,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_error,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_gps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_msg_counts,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_pps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,telemetered,cg_dcl_eng_dcl_superv,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_cpu_uptime_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_aarm_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_mgr_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_error_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_gps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_msg_counts_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_pps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_superv_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD35-01-VEL3DD000,recovered_host,vel3d_cd_dcl_data_header_recovered,Ingest.vel3d-cd-dcl_recovered,vel3d_cd_dcl_recovered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,recovered_host,vel3d_cd_dcl_hardware_configuration_recovered,Ingest.vel3d-cd-dcl_recovered,vel3d_cd_dcl_recovered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,recovered_host,vel3d_cd_dcl_head_configuration_recovered,Ingest.vel3d-cd-dcl_recovered,vel3d_cd_dcl_recovered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,recovered_host,vel3d_cd_dcl_system_data_recovered,Ingest.vel3d-cd-dcl_recovered,vel3d_cd_dcl_recovered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,recovered_host,vel3d_cd_dcl_user_configuration_recovered,Ingest.vel3d-cd-dcl_recovered,vel3d_cd_dcl_recovered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,recovered_host,vel3d_cd_dcl_velocity_data_recovered,Ingest.vel3d-cd-dcl_recovered,vel3d_cd_dcl_recovered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,recovered_inst,,Ingest.vel3d-cd_recovered,,,Science
CE01ISSM-MFD35-01-VEL3DD000,telemetered,vel3d_cd_dcl_data_header,Ingest.vel3d-cd-dcl_telemetered,vel3d_cd_dcl_telemetered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,telemetered,vel3d_cd_dcl_hardware_configuration,Ingest.vel3d-cd-dcl_telemetered,vel3d_cd_dcl_telemetered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,telemetered,vel3d_cd_dcl_head_configuration,Ingest.vel3d-cd-dcl_telemetered,vel3d_cd_dcl_telemetered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,telemetered,vel3d_cd_dcl_system_data,Ingest.vel3d-cd-dcl_telemetered,vel3d_cd_dcl_telemetered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,telemetered,vel3d_cd_dcl_user_configuration,Ingest.vel3d-cd-dcl_telemetered,vel3d_cd_dcl_telemetered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-01-VEL3DD000,telemetered,vel3d_cd_dcl_velocity_data,Ingest.vel3d-cd-dcl_telemetered,vel3d_cd_dcl_telemetered_driver,vel3d_cd_dcl,Science
CE01ISSM-MFD35-02-PRESFA000,recovered_inst,,Ingest.presf-abc_recovered,,,Science
CE01ISSM-MFD35-02-PRESFA000,recovered_host,presf_abc_dcl_tide_measurement_recovered,Ingest.presf-abc-dcl_recovered,presf_abc_dcl_recovered_driver,presf_abc_dcl,Science
CE01ISSM-MFD35-02-PRESFA000,telemetered,presf_abc_dcl_tide_measurement,Ingest.presf-abc-dcl_telemetered,presf_abc_dcl_telemetered_driver,presf_abc_dcl,Science
CE01ISSM-MFD35-02-PRESFA000,telemetered,presf_abc_dcl_wave_burst,Ingest.presf-abc-dcl_telemetered,presf_abc_dcl_telemetered_driver,presf_abc_dcl,Science
CE01ISSM-MFD35-02-PRESFA000,recovered_host,presf_abc_dcl_wave_burst_recovered,Ingest.presf-abc-dcl_recovered,presf_abc_dcl_recovered_driver,presf_abc_dcl,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_inst,adcps_jln_instrument,,,,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_inst,adcpt_m_instrument_dspec_recovered,Ingest.adcpt-m-dspec_recovered,adcpt_m_dspec_recovered_driver,adcpt_m_dspec,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_inst,adcpt_m_instrument_fcoeff_recovered,Ingest.adcpt-m-fcoeff_recovered,adcpt_m_fcoeff_recovered_driver,adcpt_m_fcoeff,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_inst,adcpt_m_instrument_log9_recovered,Ingest.adcpt-m-log9_recovered,adcpt_m_log9_recovered_driver,adcpt_m_log9,Science
CE01ISSM-MFD35-04-ADCPTM000,telemetered,adcp_config,Ingest.adcpt-acfgm-dcl-pd0_telemetered,adcpt_acfgm_dcl_pd0_telemetered_driver,adcp_pd0,Science
CE01ISSM-MFD35-04-ADCPTM000,telemetered,adcp_engineering,Ingest.adcpt-acfgm-dcl-pd0_telemetered,adcpt_acfgm_dcl_pd0_telemetered_driver,adcp_pd0,Science
CE01ISSM-MFD35-04-ADCPTM000,telemetered,adcp_velocity_earth,Ingest.adcpt-acfgm-dcl-pd0_telemetered,adcpt_acfgm_dcl_pd0_telemetered_driver,adcp_pd0,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_host,adcp_config,Ingest.adcpt-acfgm-dcl-pd0_recovered,adcpt_acfgm_dcl_pd0_recovered_driver,adcp_pd0,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_host,adcp_engineering,Ingest.adcpt-acfgm-dcl-pd0_recovered,adcpt_acfgm_dcl_pd0_recovered_driver,adcp_pd0,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_host,adcp_velocity_earth,Ingest.adcpt-acfgm-dcl-pd0_recovered,adcpt_acfgm_dcl_pd0_recovered_driver,adcp_pd0,Science
CE01ISSM-MFD35-04-ADCPTM000,recovered_inst,adcpt_m_wvs_recovered,Ingest.adcpt-m-wvs_recovered,adcpt_m_wvs_recovered_driver,adcpt_m_wvs,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_blank_recovered,Ingest.pco2w-abc-dcl_recovered,pco2w_abc_dcl_recovered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_host,pco2w_abc_dcl_instrument_recovered,Ingest.pco2w-abc-dcl_recovered,pco2w_abc_dcl_recovered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_host,pco2w_abc_dcl_power_recovered,Ingest.pco2w-abc-dcl_recovered,pco2w_abc_dcl_recovered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument,,,,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_instrument_blank,,,,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_metadata,,,,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_inst,pco2w_abc_power,,,,Science
CE01ISSM-MFD35-05-PCO2WB000,telemetered,pco2w_abc_dcl_instrument,Ingest.pco2w-abc-dcl_telemetered,pco2w_abc_dcl_telemetered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-05-PCO2WB000,telemetered,pco2w_abc_dcl_instrument_blank,Ingest.pco2w-abc-dcl_telemetered,pco2w_abc_dcl_telemetered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-05-PCO2WB000,telemetered,pco2w_abc_dcl_metadata,Ingest.pco2w-abc-dcl_telemetered,pco2w_abc_dcl_telemetered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-05-PCO2WB000,telemetered,pco2w_abc_dcl_power,Ingest.pco2w-abc-dcl_telemetered,pco2w_abc_dcl_telemetered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-05-PCO2WB000,recovered_host,pco2w_abc_dcl_metadata_recovered,Ingest.pco2w-abc-dcl_recovered,pco2w_abc_dcl_recovered_driver,pco2w_abc_particles,Science
CE01ISSM-MFD35-06-PHSEND000,recovered_host,phsen_abcdef_dcl_instrument_recovered,Ingest.phsen-abcdef-dcl_recovered,phsen_abcdef_dcl_recovered_driver,phsen_abcdef_dcl,Science
CE01ISSM-MFD35-06-PHSEND000,recovered_host,phsen_abcdef_dcl_metadata_recovered,Ingest.phsen-abcdef-dcl_recovered,phsen_abcdef_dcl_recovered_driver,phsen_abcdef_dcl,Science
CE01ISSM-MFD35-06-PHSEND000,recovered_inst,phsen_abcdef_instrument,,,,Science
CE01ISSM-MFD35-06-PHSEND000,recovered_inst,phsen_abcdef_metadata,,,,Science
CE01ISSM-MFD35-06-PHSEND000,telemetered,phsen_abcdef_dcl_instrument,Ingest.phsen-abcdef-dcl_telemetered,phsen_abcdef_dcl_telemetered_driver,phsen_abcdef_dcl,Science
CE01ISSM-MFD35-06-PHSEND000,telemetered,phsen_abcdef_dcl_metadata,Ingest.phsen-abcdef-dcl_telemetered,phsen_abcdef_dcl_telemetered_driver,phsen_abcdef_dcl,Science
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_cpu_uptime,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_aarm,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_mgr,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_error,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_gps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_msg_counts,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_pps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,telemetered,cg_dcl_eng_dcl_superv,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_cpu_uptime_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_aarm_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_mgr_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_error_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_gps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_msg_counts_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_pps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_superv_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-MFD37-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered,Ingest.optaa-dj-dcl_recovered,optaa_dj_dcl_recovered_driver,optaa_dj_dcl,Science
CE01ISSM-MFD37-01-OPTAAD000,recovered_host,optaa_dj_dcl_metadata_recovered,Ingest.optaa-dj-dcl_recovered,optaa_dj_dcl_recovered_driver,optaa_dj_dcl,Science
CE01ISSM-MFD37-01-OPTAAD000,telemetered,optaa_dj_dcl_instrument,Ingest.optaa-dj-dcl_telemetered,optaa_dj_dcl_telemetered_driver,optaa_dj_dcl,Science
CE01ISSM-MFD37-01-OPTAAD000,telemetered,optaa_dj_dcl_metadata,Ingest.optaa-dj-dcl_telemetered,optaa_dj_dcl_telemetered_driver,optaa_dj_dcl,Science
CE01ISSM-MFD37-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,Ingest.ctdbp-cdef-dcl_recovered,ctdbp_cdef_dcl_recovered_driver,ctdbp_cdef_dcl,Science
CE01ISSM-MFD37-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,Ingest.ctdbp-cdef_recovered,ctdbp_cdef_recovered_driver,ctdbp_cdef,Science
CE01ISSM-MFD37-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,Ingest.ctdbp-cdef-dcl_telemetered,ctdbp_cdef_dcl_telemetered_driver,ctdbp_cdef_dcl,Science
CE01ISSM-MFD37-04-DOSTAD000,recovered_inst,dosta_abcdjm_ctdbp_instrument_recovered,Ingest.dosta-abcdjm-ctdbp_recovered,dosta_abcdjm_ctdbp_recovered_driver,dosta_abcdjm_ctdbp,Science
CE01ISSM-MFD37-04-DOSTAD000,telemetered,dosta_abcdjm_ctdbp_dcl_instrument,Ingest.dosta-abcdjm-ctdbp-dcl_telemetered,dosta_abcdjm_ctdbp_dcl_telemetered_driver,dosta_abcdjm_ctdbp_dcl,Science
CE01ISSM-MFD37-04-DOSTAD000,recovered_host,dosta_abcdjm_ctdbp_dcl_instrument_recovered,Ingest.dosta-abcdjm-ctdbp-dcl_recovered,dosta_abcdjm_ctdbp_dcl_recovered_driver,dosta_abcdjm_ctdbp_dcl,Science
CE01ISSM-MFD37-06-CAMDSA000,,,,,,Science
CE01ISSM-MFD37-07-ZPLSCC000,recovered_host,,Ingest.zplsc-c-dcl_recovered,,,Science
CE01ISSM-MFD37-07-ZPLSCC000,telemetered,zplsc_c_instrument,Ingest.zplsc-c-dcl_telemetered,zplsc_c_dcl_telemetered_driver,zplsc_c_dcl,Science
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_cpu_uptime,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_aarm,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_mgr,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_dlog_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_error,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_gps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_msg_counts,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_pps,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_status,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,telemetered,cg_dcl_eng_dcl_superv,Ingest.cg-dcl-eng-dcl_telemetered,cg_dcl_eng_dcl_telemetered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_cpu_uptime_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_aarm_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_mgr_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_dlog_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_error_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_gps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_msg_counts_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_pps_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_status_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-00-DCLENG000,recovered_host,cg_dcl_eng_dcl_superv_recovered,Ingest.cg-dcl-eng-dcl_recovered,cg_dcl_eng_dcl_recovered_driver,cg_dcl_eng_dcl,Engineering
CE01ISSM-RID16-01-OPTAAD000,recovered_host,optaa_dj_dcl_instrument_recovered,Ingest.optaa-dj-dcl_recovered,optaa_dj_dcl_recovered_driver,optaa_dj_dcl,Science
CE01ISSM-RID16-01-OPTAAD000,recovered_host,optaa_dj_dcl_metadata_recovered,Ingest.optaa-dj-dcl_recovered,optaa_dj_dcl_recovered_driver,optaa_dj_dcl,Science
CE01ISSM-RID16-01-OPTAAD000,telemetered,optaa_dj_dcl_instrument,Ingest.optaa-dj-dcl_telemetered,optaa_dj_dcl_telemetered_driver,optaa_dj_dcl,Science
CE01ISSM-RID16-01-OPTAAD000,telemetered,optaa_dj_dcl_metadata,Ingest.optaa-dj-dcl_telemetered,optaa_dj_dcl_telemetered_driver,optaa_dj_dcl,Science
CE01ISSM-RID16-02-FLORTD000,recovered_host,flort_dj_dcl_instrument_recovered,Ingest.flort-dj-dcl_recovered,flort_dj_dcl_recovered_driver,flort_dj_dcl,Science
CE01ISSM-RID16-02-FLORTD000,telemetered,flort_dj_dcl_instrument,Ingest.flort-dj-dcl_telemetered,flort_dj_dcl_telemetered_driver,flort_dj_dcl,Science
CE01ISSM-RID16-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,Ingest.ctdbp-cdef-dcl_recovered,ctdbp_cdef_dcl_recovered_driver,ctdbp_cdef_dcl,Science
CE01ISSM-RID16-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,Ingest.ctdbp-cdef_recovered,ctdbp_cdef_recovered_driver,ctdbp_cdef,Science
CE01ISSM-RID16-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,Ingest.ctdbp-cdef-dcl_telemetered,ctdbp_cdef_dcl_telemetered_driver,ctdbp_cdef_dcl,Science
CE01ISSM-RID16-03-DOSTAD000,recovered_inst,dosta_abcdjm_ctdbp_instrument_recovered,Ingest.dosta-abcdjm-ctdbp_recovered,dosta_abcdjm_ctdbp_recovered_driver,dosta_abcdjm_ctdbp,Science
CE01ISSM-RID16-03-DOSTAD000,telemetered,dosta_abcdjm_ctdbp_dcl_instrument,Ingest.dosta-abcdjm-ctdbp-dcl_telemetered,dosta_abcdjm_ctdbp_dcl_telemetered_driver,dosta_abcdjm_ctdbp_dcl,Science
CE01ISSM-RID16-03-DOSTAD000,recovered_host,dosta_abcdjm_ctdbp_dcl_instrument_recovered,Ingest.dosta-abcdjm-ctdbp-dcl_recovered,dosta_abcdjm_ctdbp_dcl_recovered_driver,dosta_abcdjm_ctdbp_dcl,Science
CE01ISSM-RID16-04-VELPTA000,recovered_host,velpt_ab_dcl_diagnostics_metadata_recovered,Ingest.velpt-ab-dcl_recovered,velpt_ab_dcl_recovered_driver,velpt_ab_dcl_particles,Science
