reference_designator,name,start_depth,end_depth,location
GA03FLMA-RIM01-02-CTDMOG040,CTD (30 meters),30,30,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG041,CTD (40 meters),40,40,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG042,CTD (60 meters),60,60,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG043,CTD (90 meters),90,90,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG044,CTD (130 meters),130,130,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG045,CTD (180 meters),180,180,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG046,CTD (250 meters),250,250,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG047,CTD (350 meters),350,350,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOG048,CTD (500 meters),500,500,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOH049,CTD (750 meters),750,750,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOH050,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GA03FLMA-RIM01-02-CTDMOH051,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GA03FLMA-RIS01-00-SIOENG000,Platform Controller,30,30,
GA03FLMA-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GA03FLMA-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GA03FLMA-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GA03FLMB-RIM01-00-SIOENG000,Platform Controller,1500,1500,
GA03FLMB-RIM01-02-ADCPSL007,Velocity Profiler (75 kHz),500,500,ADCP Float
GA03FLMB-RIM01-02-CTDMOG060,CTD (30 meters),30,30,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG061,CTD (40 meters),40,40,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG062,CTD (60 meters),60,60,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG063,CTD (90 meters),90,90,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG064,CTD (130 meters),130,130,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG065,CTD (180 meters),180,180,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG066,CTD (250 meters),250,250,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG067,CTD (350 meters),350,350,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOG068,CTD (500 meters),500,500,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOH069,CTD (750 meters),750,750,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOH070,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GA03FLMB-RIM01-02-CTDMOH071,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GA03FLMB-RIS01-00-SIOENG000,Platform Controller,30,30,
GA03FLMB-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GA03FLMB-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GA03FLMB-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GA05MOAS-GL493-00-ENG000000,Mobile Asset Controller,0,1000,
GA05MOAS-GL493-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GA05MOAS-GL493-02-DOSTAM000,Dissolved Oxygen,0,1000,
GA05MOAS-GL493-04-CTDGVM000,CTD,0,1000,
GA05MOAS-GL494-00-ENG000000,Mobile Asset Controller,0,1000,
GA05MOAS-GL494-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GA05MOAS-GL494-02-DOSTAM000,Dissolved Oxygen,0,1000,
GA05MOAS-GL494-04-CTDGVM000,CTD,0,1000,
GA05MOAS-GL495-00-ENG000000,Mobile Asset Controller,0,1000,
GA05MOAS-GL495-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GA05MOAS-GL495-02-DOSTAM000,Dissolved Oxygen,0,1000,
GA05MOAS-GL495-04-CTDGVM000,CTD,0,1000,
GA05MOAS-GL496-00-ENG000000,Mobile Asset Controller,0,1000,
GA05MOAS-GL496-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GA05MOAS-GL496-02-DOSTAM000,Dissolved Oxygen,0,1000,
GA05MOAS-GL496-04-CTDGVM000,CTD,0,1000,
GA05MOAS-GL538-00-ENG000000,Mobile Asset Controller,0,0,
GA05MOAS-GL538-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GA05MOAS-GL538-02-DOSTAM000,Dissolved Oxygen,0,0,
GA05MOAS-GL538-04-CTDGVM000,CTD,0,0,
GA05MOAS-PG562-00-ENG000000,Mobile Asset Controller,0,0,
GA05MOAS-PG562-01-CTDGVM000,CTD,0,0,
GA05MOAS-PG562-02-DOSTAM000,Dissolved Oxygen,0,0,
GA05MOAS-PG562-03-FLORTM000,3-Wavelength Fluorometer,0,0,
GA05MOAS-PG562-04-FLORTO000,3-Wavelength Fluorometer,0,0,
GA05MOAS-PG562-05-NUTNRM000,Nitrate,0,0,
GA05MOAS-PG562-06-PARADM000,Photosynthetically Available Radiation,0,0,
GA05MOAS-PG563-00-ENG000000,Mobile Asset Controller,0,0,
GA05MOAS-PG563-01-CTDGVM000,CTD,0,0,
GA05MOAS-PG563-02-DOSTAM000,Dissolved Oxygen,0,0,
GA05MOAS-PG563-03-FLORTM000,3-Wavelength Fluorometer,0,0,
GA05MOAS-PG563-04-FLORTO000,3-Wavelength Fluorometer,0,0,
GA05MOAS-PG563-05-NUTNRM000,Nitrate,0,0,
GA05MOAS-PG563-06-PARADM000,Photosynthetically Available Radiation,0,0,
GI01SUMO-RID16-00-DCLENG000,Data Concentrator Logger (DCL),12,12,
GI01SUMO-RID16-01-OPTAAD000,Spectrophotometer,12,12,Near Surface Instrument Frame
GI01SUMO-RID16-02-FLORTD000,3-Wavelength Fluorometer,12,12,Near Surface Instrument Frame
GI01SUMO-RID16-03-CTDBPF000,CTD,12,12,Near Surface Instrument Frame
GI01SUMO-RID16-04-VELPTA000,Single Point Velocity Meter,12,12,Near Surface Instrument Frame
GI01SUMO-RID16-05-PCO2WB000,pCO2 Water,12,12,Near Surface Instrument Frame
GI01SUMO-RID16-06-DOSTAD000,Dissolved Oxygen,12,12,Near Surface Instrument Frame
GI01SUMO-RID16-07-NUTNRB000,Nitrate,12,12,Near Surface Instrument Frame
GI01SUMO-RID16-08-SPKIRB000,Spectral Irradiance,12,12,Near Surface Instrument Frame
GI01SUMO-RII11-02-ADCPSN010,Velocity Profiler (75 kHz),500,500,Sensor cage
GI01SUMO-RII11-02-CTDBPP031,CTD (40 meters),40,40,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDBPP032,CTD (80 meters),80,80,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDBPP033,CTD (130 meters),130,130,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ011,CTD (20 meters),20,20,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ012,CTD (60 meters),60,60,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ013,CTD (100 meters),100,100,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ014,CTD (180 meters),180,180,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ015,CTD (250 meters),250,250,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ016,CTD (350 meters),350,350,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ017,CTD (500 meters),500,500,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOQ031,,,,
GI01SUMO-RII11-02-CTDMOQ033,,,,
GI01SUMO-RII11-02-CTDMOR018,CTD (750 meters),750,750,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOR019,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GI01SUMO-RII11-02-CTDMOR020,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GI01SUMO-RII11-02-DOSTAD031,Dissolved Oxygen (40 meters),40,40,Fixed on Inductive Wire
GI01SUMO-RII11-02-DOSTAD032,Dissolved Oxygen (80 meters),80,80,Fixed on Inductive Wire
GI01SUMO-RII11-02-DOSTAD033,Dissolved Oxygen (130 meters),130,130,Fixed on Inductive Wire
GI01SUMO-RII11-02-FLORDG031,2-Wavelength Fluorometer (40 meters),40,40,Fixed on Inductive Wire
GI01SUMO-RII11-02-FLORDG032,2-Wavelength Fluorometer (80 meters),80,80,Fixed on Inductive Wire
GI01SUMO-RII11-02-FLORDG033,2-Wavelength Fluorometer (130 meters),130,130,Fixed on Inductive Wire
GI01SUMO-RII11-02-PCO2WC051,pCO2 Water (40 meters),40,40,Fixed on Inductive Wire
GI01SUMO-RII11-02-PCO2WC052,pCO2 Water (80 meters),80,80,Fixed on Inductive Wire
GI01SUMO-RII11-02-PCO2WC053,pCO2 Water (130 meters),130,130,Fixed on Inductive Wire
GI01SUMO-RII11-02-PHSENE041,Seawater pH (20 meters),20,20,Fixed on Inductive Wire
GI01SUMO-RII11-02-PHSENE042,Seawater pH (100 meters),100,100,Fixed on Inductive Wire
GI01SUMO-SBC11-00-CPMENG000,Platform Controller,0,0,
GI01SUMO-SBD11-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
GI01SUMO-SBD11-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
GI01SUMO-SBD11-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
GI01SUMO-SBD11-04-DOSTAD000,Dissolved Oxygen,1,1,Bottom of Buoy
GI01SUMO-SBD11-05-SPKIRB000,Spectral Irradiance,-5,-5,Buoy Tower
GI01SUMO-SBD11-06-METBKA000,Bulk Meteorology Instrument Package,-5,-5,Buoy Tower
GI01SUMO-SBD11-08-NUTNRB000,Nitrate,1,1,Bottom of Buoy
GI01SUMO-SBD12-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
GI01SUMO-SBD12-01-OPTAAD000,Spectrophotometer,1,1,Bottom of Buoy
GI01SUMO-SBD12-02-FLORTD000,3-Wavelength Fluorometer,1,1,Bottom of Buoy
GI01SUMO-SBD12-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
GI01SUMO-SBD12-04-PCO2AA000,pCO2 Air-Sea,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
GI01SUMO-SBD12-05-WAVSSA000,Surface Wave Spectra,0,0,"Buoy Well, center of Mass"
GI01SUMO-SBD12-06-METBKA000,Bulk Meteorology Instrument Package,-5,-5,Buoy Tower
GI01SUMO-SBD12-08-FDCHPA000,Direct Covariance Flux,-5,-5,Buoy Tower
GI02HYPM-MPM01-02-ZPLSGA009,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GI02HYPM-MPM01-02-ZPLSGA010,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GI02HYPM-RIM01-00-SIOENG000,Platform Controller,2600,2600,
GI02HYPM-RIM01-02-CTDMOG039,CTD,164,164,Fixed on Inductive Wire
GI02HYPM-WFP02-00-WFPENG000,Profiler Controller,260,2592,
GI02HYPM-WFP02-01-FLORDL000,2-Wavelength Fluorometer,260,2592,Wire Following Profiler Body
GI02HYPM-WFP02-03-DOSTAL000,Dissolved Oxygen,260,2592,Wire Following Profiler Body
GI02HYPM-WFP02-04-CTDPFL000,CTD,260,2592,Wire Following Profiler Body
GI02HYPM-WFP02-05-VEL3DL000,3-D Single Point Velocity Meter,260,2592,Wire Following Profiler Body
GI03FLMA-RI000-00-CTDMOH000,CTD (1700 meters),1700,1700,Fixed on Inductive Wire
GI03FLMA-RI000-00-CTDMOH100,CTD (2600 meters),2600,2600,Fixed on Inductive Wire
GI03FLMA-RI000-00-CTDMOH400,CTD (2300 meters),2300,2300,Fixed on Inductive Wire
GI03FLMA-RI000-00-CTDMOH700,CTD (2000 meters),2000,2000,Fixed on Inductive Wire
GI03FLMA-RI000-00-VELPTB000,Single Point Velocity Meter (1700 meters),1700,1700,Fixed on Inductive Wire
GI03FLMA-RI000-00-VELPTB100,Single Point Velocity Meter (2600 meters),2600,2600,Fixed on Inductive Wire
GI03FLMA-RI000-00-VELPTB400,Single Point Velocity Meter (2300 meters),2300,2300,Fixed on Inductive Wire
GI03FLMA-RI000-00-VELPTB700,Single Point Velocity Meter (2000 meters),2000,2000,Fixed on Inductive Wire
GI03FLMA-RIM01-00-SIOENG000,Platform Controller,1510,1510,
GI03FLMA-RIM01-02-ADCPSL003,Velocity Profiler (75 kHz),500,500,ADCP Float
GI03FLMA-RIM01-02-CTDMOG040,CTD (30 meters),30,30,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG041,CTD (40 meters),40,40,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG042,CTD (60 meters),60,60,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG043,CTD (90 meters),90,90,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG044,CTD (130 meters),130,130,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG045,CTD (180 meters),180,180,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG046,CTD (250 meters),250,250,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG047,CTD (350 meters),350,350,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOG048,CTD (500 meters),500,500,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOH049,CTD (750 meters),750,750,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOH050,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GI03FLMA-RIM01-02-CTDMOH051,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GI03FLMA-RIS01-00-SIOENG000,Platform Controller,30,30,
GI03FLMA-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GI03FLMA-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GI03FLMA-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GI03FLMB-RI000-00-CTDMOH000,CTD (1800 meters),1800,1800,Fixed on Inductive Wire
GI03FLMB-RI000-00-CTDMOH100,CTD (2700 meters),2700,2700,Fixed on Inductive Wire
GI03FLMB-RI000-00-CTDMOH400,CTD (2400 meters),2400,2400,Fixed on Inductive Wire
GI03FLMB-RI000-00-CTDMOH700,CTD (2100 meters),2100,2100,Fixed on Inductive Wire
GI03FLMB-RI000-00-VELPTB000,Single Point Velocity Meter (1800 meters),1800,1800,Fixed on Inductive Wire
GI03FLMB-RI000-00-VELPTB100,Single Point Velocity Meter (2700 meters),2700,2700,Fixed on Inductive Wire
GI03FLMB-RI000-00-VELPTB400,Single Point Velocity Meter (2400 meters),2400,2400,Fixed on Inductive Wire
GI03FLMB-RI000-00-VELPTB700,Single Point Velocity Meter (2100 meters),2100,2100,Fixed on Inductive Wire
GI03FLMB-RIM01-00-SIOENG000,Platform Controller,1510,1510,
GI03FLMB-RIM01-02-ADCPSL007,Velocity Profiler (75 kHz),500,500,ADCP Float
GI03FLMB-RIM01-02-CTDMOG060,CTD (30 meters),30,30,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG061,CTD (40 meters),40,40,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG062,CTD (60 meters),60,60,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG063,CTD (90 meters),90,90,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG064,CTD (130 meters),130,130,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG065,CTD (180 meters),180,180,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG066,CTD (250 meters),250,250,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG067,CTD (350 meters),350,350,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOG068,CTD (500 meters),500,500,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOH069,CTD (750 meters),750,750,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOH070,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GI03FLMB-RIM01-02-CTDMOH071,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GI03FLMB-RIS01-00-SIOENG000,Platform Controller,30,30,
GI03FLMB-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GI03FLMB-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GI03FLMB-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GI05MOAS-GL469-00-ENG000000,Mobile Asset Controller,0,1000,
GI05MOAS-GL469-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GI05MOAS-GL469-02-DOSTAM000,Dissolved Oxygen,0,1000,
GI05MOAS-GL469-04-CTDGVM000,CTD,0,1000,
GI05MOAS-GL477-00-ENG000000,Mobile Asset Controller,0,1000,
GI05MOAS-GL477-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GI05MOAS-GL477-02-DOSTAM000,Dissolved Oxygen,0,1000,
GI05MOAS-GL477-04-CTDGVM000,CTD,0,1000,
GI05MOAS-GL478-00-ENG000000,Mobile Asset Controller,0,0,
GI05MOAS-GL478-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GI05MOAS-GL478-02-DOSTAM000,Dissolved Oxygen,0,0,
GI05MOAS-GL478-04-CTDGVM000,CTD,0,0,
GI05MOAS-GL484-00-ENG000000,Mobile Asset Controller,0,1000,
GI05MOAS-GL484-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GI05MOAS-GL484-02-DOSTAM000,Dissolved Oxygen,0,1000,
GI05MOAS-GL484-04-CTDGVM000,CTD,0,1000,
GI05MOAS-GL485-00-ENG000000,Mobile Asset Controller,0,1000,
GI05MOAS-GL485-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GI05MOAS-GL485-02-DOSTAM000,Dissolved Oxygen,0,1000,
GI05MOAS-GL485-04-CTDGVM000,CTD,0,1000,
GI05MOAS-GL495-00-ENG000000,Mobile Asset Controller,0,0,
GI05MOAS-GL495-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GI05MOAS-GL495-02-DOSTAM000,Dissolved Oxygen,0,0,
GI05MOAS-GL495-04-CTDGVM000,CTD,0,0,
GI05MOAS-PG528-00-ENG000000,Mobile Asset Controller,0,0,
GI05MOAS-PG528-01-CTDGVM000,CTD,0,0,
GI05MOAS-PG528-02-DOSTAM000,Dissolved Oxygen,0,0,
GI05MOAS-PG528-03-FLORTM000,3-Wavelength Fluorometer,0,0,
GI05MOAS-PG528-04-FLORTO000,3-Wavelength Fluorometer,0,0,
GI05MOAS-PG528-05-NUTNRM000,Nitrate,0,0,
GI05MOAS-PG528-06-PARADM000,Photosynthetically Available Radiation,0,0,
GP02HYPM-MPM01-02-ZPLSGA009,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GP02HYPM-MPM01-02-ZPLSGA010,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GP02HYPM-RIM01-00-SIOENG000,Platform Controller,4042,4042,
GP02HYPM-RIM01-02-CTDMOG039,CTD,164,164,Fixed on Inductive Wire
GP02HYPM-WFP02-00-WFPENG000,Profiler Controller,310,2093,
GP02HYPM-WFP02-01-FLORDL000,2-Wavelength Fluorometer,310,2093,Wire Following Profiler Body
GP02HYPM-WFP02-03-DOSTAL000,Dissolved Oxygen,310,2093,Wire Following Profiler Body
GP02HYPM-WFP02-04-CTDPFL000,CTD,310,2093,Wire Following Profiler Body
GP02HYPM-WFP02-05-VEL3DL000,3-D Single Point Velocity Meter,310,2093,Wire Following Profiler Body
GP02HYPM-WFP03-00-WFPENG000,Profiler Controller,2100,4038,
GP02HYPM-WFP03-01-FLORDL000,2-Wavelength Fluorometer,2100,4038,Wire Following Profiler Body
GP02HYPM-WFP03-03-DOSTAL000,Dissolved Oxygen,2100,4038,Wire Following Profiler Body
GP02HYPM-WFP03-04-CTDPFL000,CTD,2100,4038,Wire Following Profiler Body
GP02HYPM-WFP03-05-VEL3DL000,3-D Single Point Velocity Meter,2100,4038,Wire Following Profiler Body
GP03FLMA-RIM01-00-SIOENG000,Platform Controller,1510,1510,
GP03FLMA-RIM01-02-ADCPSL003,Velocity Profiler (75 kHz),500,500,ADCP Float
GP03FLMA-RIM01-02-CTDMOG040,CTD (30 meters),30,30,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG041,CTD (40 meters),40,40,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG042,CTD (60 meters),60,60,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG043,CTD (90 meters),90,90,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG044,CTD (130 meters),130,130,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG045,CTD (180 meters),180,180,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG046,CTD (250 meters),250,250,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG047,CTD (350 meters),350,350,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOG048,CTD (500 meters),500,500,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOH049,CTD (750 meters),750,750,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOH050,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GP03FLMA-RIM01-02-CTDMOH051,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GP03FLMA-RIS01-00-SIOENG000,Platform Controller,30,30,
GP03FLMA-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GP03FLMA-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GP03FLMA-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GP03FLMB-RIM01-00-SIOENG000,Platform Controller,1510,1510,
GP03FLMB-RIM01-02-ADCPSL007,Velocity Profiler (75 kHz),500,500,ADCP Float
GP03FLMB-RIM01-02-CTDMOG060,CTD (30 meters),30,30,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG061,CTD (40 meters),40,40,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG062,CTD (60 meters),60,60,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG063,CTD (90 meters),90,90,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG064,CTD (130 meters),130,130,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG065,CTD (180 meters),180,180,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG066,CTD (250 meters),250,250,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG067,CTD (350 meters),350,350,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOG068,CTD (500 meters),500,500,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOH069,CTD (750 meters),750,750,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOH070,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GP03FLMB-RIM01-02-CTDMOH071,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GP03FLMB-RIS01-00-SIOENG000,Platform Controller,30,30,
GP03FLMB-RIS01-03-DOSTAD000,Dissolved Oxygen,30,30,Sensor cage
GP03FLMB-RIS01-04-PHSENF000,Seawater pH,30,30,Sensor cage
GP03FLMB-RIS01-05-FLORTD000,3-Wavelength Fluorometer,30,30,Sensor cage
GP05MOAS-GL276-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL276-01-FLORDM000,2-Wavelength Fluorometer,0,0,
GP05MOAS-GL276-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL276-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL361-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL361-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL361-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL361-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL362-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL362-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL362-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL362-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL363-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL363-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL363-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL363-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL364-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL364-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL364-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL364-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL365-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL365-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL365-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL365-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL453-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL453-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL453-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL453-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL523-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL523-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL523-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL523-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL525-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL525-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL525-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL525-04-CTDGVM000,CTD,0,1000,
GP05MOAS-GL537-00-ENG000000,Mobile Asset Controller,0,1000,
GP05MOAS-GL537-01-FLORDM000,2-Wavelength Fluorometer,0,1000,
GP05MOAS-GL537-02-DOSTAM000,Dissolved Oxygen,0,1000,
GP05MOAS-GL537-04-CTDGVM000,CTD,0,1000,
GP05MOAS-PG514-00-ENG000000,Mobile Asset Controller,0,0,
GP05MOAS-PG514-01-CTDGVM000,CTD,0,0,
GP05MOAS-PG514-02-DOSTAM000,Dissolved Oxygen,0,0,
GP05MOAS-PG514-03-FLORTM000,3-Wavelength Fluorometer,0,0,
GP05MOAS-PG514-03-NUTNRM000,,,,
GP05MOAS-PG514-04-FLORTO000,3-Wavelength Fluorometer,0,0,
GP05MOAS-PG514-05-NUTNRM000,Nitrate,0,0,
GP05MOAS-PG514-06-PARADM000,Photosynthetically Available Radiation,0,0,
GP05MOAS-PG515-00-ENG000000,Mobile Asset Controller,0,0,
GP05MOAS-PG515-01-CTDGVM000,CTD,0,0,
GP05MOAS-PG515-02-DOSTAM000,Dissolved Oxygen,0,0,
GP05MOAS-PG515-02-FLORTM000,,,,
GP05MOAS-PG515-03-FLORTM000,3-Wavelength Fluorometer,0,0,
GP05MOAS-PG515-03-FLORTO000,,,,
GP05MOAS-PG515-04-FLORTO000,3-Wavelength Fluorometer,0,0,
GP05MOAS-PG515-04-PARADM000,,,,
GP05MOAS-PG515-05-NUTNRM000,Nitrate,0,0,
GP05MOAS-PG515-06-PARADM000,Photosynthetically Available Radiation,0,0,
