reference_designator,name,start_depth,end_depth,location
CE09OSSM-SBD11-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CE09OSSM-SBD11-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CE09OSSM-SBD11-02-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CE09OSSM-SBD11-04-VELPTA000,Single Point Velocity Meter,1,1,Bottom of Buoy
CE09OSSM-SBD11-06-METBKA000,Bulk Meteorology Instrument Package,-3,-3,Buoy Tower
CE09OSSM-SBD12-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CE09OSSM-SBD12-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CE09OSSM-SBD12-04-PCO2AA000,pCO2 Air-Sea,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
CE09OSSM-SBD12-05-WAVSSA000,Surface Wave Spectra,0,0,"Buoy Well, center of Mass"
CP01CNSM-MFC31-00-CPMENG000,Platform Controller,133,133,
CP01CNSM-MFD35-00-DCLENG000,Data Concentrator Logger (DCL),133,133,
CP01CNSM-MFD35-01-ADCPTF000,Velocity Profiler (150kHz),133,133,Multi-Function Node
CP01CNSM-MFD35-02-PRESFB000,Seafloor Pressure,133,133,Multi-Function Node
CP01CNSM-MFD35-04-VELPTA000,Single Point Velocity Meter,133,133,Multi-Function Node
CP01CNSM-MFD35-05-PCO2WB000,pCO2 Water,133,133,Multi-Function Node
CP01CNSM-MFD35-06-PHSEND000,Seawater pH,133,133,Multi-Function Node
CP01CNSM-MFD37-00-DCLENG000,Data Concentrator Logger (DCL),133,133,
CP01CNSM-MFD37-01-OPTAAD000,Spectrophotometer,133,133,Multi-Function Node
CP01CNSM-MFD37-03-CTDBPD000,CTD,133,133,Multi-Function Node
CP01CNSM-MFD37-04-DOSTAD000,Dissolved Oxygen,133,133,Multi-Function Node
CP01CNSM-MFD37-07-ZPLSCC000,Bio-acoustic Sonar (Coastal),133,133,Multi-Function Node
CP01CNSM-RIC21-00-CPMENG000,Platform Controller,7,7,
CP01CNSM-RID26-00-DCLENG000,Data Concentrator Logger (DCL),7,7,
CP01CNSM-RID26-04-VELPTA000,Single Point Velocity Meter,7,7,Near Surface Instrument Frame
CP01CNSM-RID26-06-PHSEND000,Seawater pH,7,7,Near Surface Instrument Frame
CP01CNSM-RID26-07-NUTNRB000,Nitrate,7,7,Near Surface Instrument Frame
CP01CNSM-RID26-08-SPKIRB000,Spectral Irradiance,7,7,Near Surface Instrument Frame
CP01CNSM-RID27-00-DCLENG000,Data Concentrator Logger (DCL),7,7,
CP01CNSM-RID27-01-OPTAAD000,Spectrophotometer,7,7,Near Surface Instrument Frame
CP01CNSM-RID27-02-FLORTD000,3-Wavelength Fluorometer,7,7,Near Surface Instrument Frame
CP01CNSM-RID27-03-CTDBPC000,CTD,7,7,Near Surface Instrument Frame
CP01CNSM-RID27-04-DOSTAD000,Dissolved Oxygen,7,7,Near Surface Instrument Frame
CP01CNSM-SBC11-00-CPMENG000,Platform Controller,0,0,
CP01CNSM-SBD11-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CP01CNSM-SBD11-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP01CNSM-SBD11-02-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CP01CNSM-SBD11-06-METBKA000,Bulk Meteorology Instrument Package,-3,-3,Buoy Tower
CP01CNSM-SBD12-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CP01CNSM-SBD12-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CP01CNSM-SBD12-04-PCO2AA000,pCO2 Air-Sea,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
CP01CNSM-SBD12-05-WAVSSA000,Surface Wave Spectra,0,0,"Buoy Well, center of Mass"
CP01CNSM-SBD12-06-METBKA000,Bulk Meteorology Instrument Package,0,0,Buoy Tower
CP01CNSM-SBD12-08-FDCHPA000,Direct Covariance Flux,0,0,Buoy Tower
CP01CNSP-SP001-00-SPPENG000,Profiler Controller,0,100,
CP01CNSP-SP001-02-OPTAAJ000,Spectrophotometer,0,100,Surface Piercing Profiler
CP01CNSP-SP001-03-NUTNRJ000,Nitrate,0,100,Surface Piercing Profiler
CP01CNSP-SP001-05-VELPTJ000,Single Point Velocity Meter,0,100,Surface Piercing Profiler
CP01CNSP-SP001-06-DOSTAJ000,Dissolved Oxygen,0,100,Surface Piercing Profiler
CP01CNSP-SP001-07-SPKIRJ000,Spectral Irradiance,0,100,Surface Piercing Profiler
CP01CNSP-SP001-08-CTDPFJ000,CTD,0,100,Surface Piercing Profiler
CP01CNSP-SP001-09-FLORTJ000,3-Wavelength Fluorometer,0,100,Surface Piercing Profiler
CP01CNSP-SP001-10-PARADJ000,Photosynthetically Available Radiation,0,100,Surface Piercing Profiler
CP02PMCI-RII01-02-ADCPTG010,Velocity Profiler (150kHz),104,104,Sensor cage
CP02PMCI-SBS01-00-STCENG000,Platform Controller,0,0,
CP02PMCI-SBS01-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP02PMCI-WFP01-00-WFPENG000,Profiler Controller,15,104,
CP02PMCI-WFP01-01-VEL3DK000,3-D Single Point Velocity Meter,15,104,Wire Following Profiler Body
CP02PMCI-WFP01-02-DOFSTK000,Dissolved Oxygen,15,104,Wire Following Profiler Body
CP02PMCI-WFP01-03-CTDPFK000,CTD,15,104,Wire Following Profiler Body
CP02PMCI-WFP01-04-FLORTK000,3-Wavelength Fluorometer,15,104,Wire Following Profiler Body
CP02PMCI-WFP01-05-PARADK000,Photosynthetically Available Radiation,15,104,Wire Following Profiler Body
CP02PMCO-RII01-02-ADCPTG010,Velocity Profiler (150kHz),125,125,Sensor cage
CP02PMCO-SBS01-00-STCENG000,Platform Controller,0,0,
CP02PMCO-SBS01-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP02PMCO-WFP01-00-WFPENG000,Profiler Controller,15,125,
CP02PMCO-WFP01-01-VEL3DK000,3-D Single Point Velocity Meter,15,125,Wire Following Profiler Body
CP02PMCO-WFP01-02-DOFSTK000,Dissolved Oxygen,15,125,Wire Following Profiler Body
CP02PMCO-WFP01-03-CTDPFK000,CTD,15,125,Wire Following Profiler Body
CP02PMCO-WFP01-04-FLORTK000,3-Wavelength Fluorometer,15,125,Wire Following Profiler Body
CP02PMCO-WFP01-05-PARADK000,Photosynthetically Available Radiation,15,125,Wire Following Profiler Body
CP02PMUI-RII01-02-ADCPTG010,Velocity Profiler (150kHz),70,70,Sensor cage
CP02PMUI-SBS01-00-STCENG000,Platform Controller,0,0,
CP02PMUI-SBS01-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP02PMUI-WFP01-00-WFPENG000,Profiler Controller,15,70,
CP02PMUI-WFP01-01-VEL3DK000,3-D Single Point Velocity Meter,15,70,Wire Following Profiler Body
CP02PMUI-WFP01-02-DOFSTK000,Dissolved Oxygen,15,70,Wire Following Profiler Body
CP02PMUI-WFP01-03-CTDPFK000,CTD,15,70,Wire Following Profiler Body
CP02PMUI-WFP01-04-FLORTK000,3-Wavelength Fluorometer,15,70,Wire Following Profiler Body
CP02PMUI-WFP01-05-PARADK000,Photosynthetically Available Radiation,15,70,Wire Following Profiler Body
CP02PMUO-RII01-02-ADCPSL010,Velocity Profiler (75 kHz),425,425,Sensor cage
CP02PMUO-SBS01-00-STCENG000,Platform Controller,0,0,
CP02PMUO-SBS01-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP02PMUO-WFP01-00-WFPENG000,Profiler Controller,20,425,
CP02PMUO-WFP01-01-VEL3DK000,3-D Single Point Velocity Meter,20,425,Wire Following Profiler Body
CP02PMUO-WFP01-02-DOFSTK000,Dissolved Oxygen,20,425,Wire Following Profiler Body
CP02PMUO-WFP01-03-CTDPFK000,CTD,20,425,Wire Following Profiler Body
CP02PMUO-WFP01-04-FLORTK000,3-Wavelength Fluorometer,20,425,Wire Following Profiler Body
CP02PMUO-WFP01-05-PARADK000,Photosynthetically Available Radiation,20,425,Wire Following Profiler Body
CP03ISSM-MFC31-00-CPMENG000,Platform Controller,91.5,91.5,
CP03ISSM-MFD35-00-DCLENG000,Data Concentrator Logger (DCL),91.5,91.5,
CP03ISSM-MFD35-01-ADCPTF000,Velocity Profiler (150kHz),91.5,91.5,Multi-Function Node
CP03ISSM-MFD35-02-PRESFB000,Seafloor Pressure,91.5,91.5,Multi-Function Node
CP03ISSM-MFD35-04-VELPTA000,Single Point Velocity Meter,91.5,91.5,Multi-Function Node
CP03ISSM-MFD35-05-PCO2WB000,pCO2 Water,91.5,91.5,Multi-Function Node
CP03ISSM-MFD35-06-PHSEND000,Seawater pH,91.5,91.5,Multi-Function Node
CP03ISSM-MFD37-00-DCLENG000,Data Concentrator Logger (DCL),91.5,91.5,
CP03ISSM-MFD37-01-OPTAAD000,Spectrophotometer,91.5,91.5,Multi-Function Node
CP03ISSM-MFD37-03-CTDBPD000,CTD,91.5,91.5,Multi-Function Node
CP03ISSM-MFD37-04-DOSTAD000,Dissolved Oxygen,91.5,91.5,Multi-Function Node
CP03ISSM-MFD37-07-ZPLSCC000,Bio-acoustic Sonar (Coastal),91.5,91.5,Multi-Function Node
CP03ISSM-RIC21-00-CPMENG000,Platform Controller,7,7,
CP03ISSM-RID26-00-DCLENG000,Data Concentrator Logger (DCL),7,7,
CP03ISSM-RID26-04-VELPTA000,Single Point Velocity Meter,7,7,Near Surface Instrument Frame
CP03ISSM-RID26-06-PHSEND000,Seawater pH,7,7,Near Surface Instrument Frame
CP03ISSM-RID26-07-NUTNRB000,Nitrate,7,7,Near Surface Instrument Frame
CP03ISSM-RID26-08-SPKIRB000,Spectral Irradiance,7,7,Near Surface Instrument Frame
CP03ISSM-RID27-00-DCLENG000,Data Concentrator Logger (DCL),7,7,
CP03ISSM-RID27-01-OPTAAD000,Spectrophotometer,7,7,Near Surface Instrument Frame
CP03ISSM-RID27-02-FLORTD000,3-Wavelength Fluorometer,7,7,Near Surface Instrument Frame
CP03ISSM-RID27-03-CTDBPC000,CTD,7,7,Near Surface Instrument Frame
CP03ISSM-RID27-04-DOSTAD000,Dissolved Oxygen,7,7,Near Surface Instrument Frame
CP03ISSM-SBC11-00-CPMENG000,Platform Controller,0,0,
CP03ISSM-SBD11-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CP03ISSM-SBD11-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP03ISSM-SBD11-02-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CP03ISSM-SBD11-06-METBKA000,Bulk Meteorology Instrument Package,-3,-3,Buoy Tower
CP03ISSM-SBD12-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CP03ISSM-SBD12-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CP03ISSM-SBD12-04-PCO2AA000,pCO2 Air-Sea,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
CP03ISSP-SP001-00-SPPENG000,Profiler Controller,80,80,
CP03ISSP-SP001-02-OPTAAJ000,Spectrophotometer,0,80,Surface Piercing Profiler
CP03ISSP-SP001-03-NUTNRJ000,Nitrate,0,80,Surface Piercing Profiler
CP03ISSP-SP001-05-VELPTJ000,Single Point Velocity Meter,0,80,Surface Piercing Profiler
CP03ISSP-SP001-06-DOSTAJ000,Dissolved Oxygen,0,80,Surface Piercing Profiler
CP03ISSP-SP001-07-SPKIRJ000,Spectral Irradiance,0,80,Surface Piercing Profiler
CP03ISSP-SP001-08-CTDPFJ000,CTD,0,80,Surface Piercing Profiler
CP03ISSP-SP001-09-FLORTJ000,3-Wavelength Fluorometer,0,80,Surface Piercing Profiler
CP03ISSP-SP001-10-PARADJ000,Photosynthetically Available Radiation,0,80,Surface Piercing Profiler
CP04OSPM-SBS01-00-STCENG000,Platform Controller,0,0,
CP04OSPM-SBS11-02-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP04OSPM-WFP01-00-WFPENG000,Profiler Controller,15,427,
CP04OSPM-WFP01-01-VEL3DK000,3-D Single Point Velocity Meter,15,427,Wire Following Profiler Body
CP04OSPM-WFP01-02-DOFSTK000,Dissolved Oxygen,15,427,Wire Following Profiler Body
CP04OSPM-WFP01-03-CTDPFK000,CTD,15,427,Wire Following Profiler Body
CP04OSPM-WFP01-04-FLORTK000,3-Wavelength Fluorometer,15,427,Wire Following Profiler Body
CP04OSPM-WFP01-05-PARADK000,Photosynthetically Available Radiation,15,427,Wire Following Profiler Body
CP04OSSM-MFC31-00-CPMENG000,Platform Controller,450,450,
CP04OSSM-MFD35-00-DCLENG000,Data Concentrator Logger (DCL),450,450,
CP04OSSM-MFD35-01-ADCPSJ000,Velocity Profiler (75 kHz),450,450,Multi-Function Node
CP04OSSM-MFD35-02-PRESFC000,Seafloor Pressure,450,450,Multi-Function Node
CP04OSSM-MFD35-04-VELPTB000,Single Point Velocity Meter,450,450,Multi-Function Node
CP04OSSM-MFD35-05-PCO2WB000,pCO2 Water,450,450,Multi-Function Node
CP04OSSM-MFD35-06-PHSEND000,Seawater pH,450,450,Multi-Function Node
CP04OSSM-MFD37-00-DCLENG000,Data Concentrator Logger (DCL),450,450,
CP04OSSM-MFD37-01-OPTAAD000,Spectrophotometer,450,450,Multi-Function Node
CP04OSSM-MFD37-03-CTDBPE000,CTD,450,450,Multi-Function Node
CP04OSSM-MFD37-04-DOSTAD000,Dissolved Oxygen,450,450,Multi-Function Node
CP04OSSM-MFD37-07-ZPLSCC000,Bio-acoustic Sonar (Coastal),450,450,Multi-Function Node
CP04OSSM-RIC21-00-CPMENG000,Platform Controller,7,7,
CP04OSSM-RID26-00-DCLENG000,Data Concentrator Logger (DCL),7,7,
CP04OSSM-RID26-04-VELPTA000,Single Point Velocity Meter,7,7,Near Surface Instrument Frame
CP04OSSM-RID26-06-PHSEND000,Seawater pH,7,7,Near Surface Instrument Frame
CP04OSSM-RID26-07-NUTNRB000,Nitrate,7,7,Near Surface Instrument Frame
CP04OSSM-RID26-08-SPKIRB000,Spectral Irradiance,7,7,Near Surface Instrument Frame
CP04OSSM-RID27-00-DCLENG000,Data Concentrator Logger (DCL),7,7,
CP04OSSM-RID27-01-OPTAAD000,Spectrophotometer,7,7,Near Surface Instrument Frame
CP04OSSM-RID27-02-FLORTD000,3-Wavelength Fluorometer,7,7,Near Surface Instrument Frame
CP04OSSM-RID27-03-CTDBPC000,CTD,7,7,Near Surface Instrument Frame
CP04OSSM-RID27-04-DOSTAD000,Dissolved Oxygen,7,7,Near Surface Instrument Frame
CP04OSSM-SBC11-00-CPMENG000,Platform Controller,0,0,
CP04OSSM-SBD11-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CP04OSSM-SBD11-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
CP04OSSM-SBD11-02-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CP04OSSM-SBD11-06-METBKA000,Bulk Meteorology Instrument Package,-3,-3,Buoy Tower
CP04OSSM-SBD12-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
CP04OSSM-SBD12-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
CP04OSSM-SBD12-04-PCO2AA000,pCO2 Air-Sea,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
CP05MOAS-A6264-00-ENG000000,Mobile Asset Controller,0,0,
CP05MOAS-A6264-01-FLORTN000,3-Wavelength Fluorometer,0,0,
CP05MOAS-A6264-02-DOSTAN000,Dissolved Oxygen,0,0,
CP05MOAS-A6264-03-CTDAVN000,CTD,0,0,
CP05MOAS-A6264-04-NUTNRN000,Nitrate,0,0,
CP05MOAS-A6264-05-ADCPAN000,Velocity Profiler (600kHz),0,0,
CP05MOAS-A6264-06-PARADN000,Photosynthetically Available Radiation,0,0,
CP05MOAS-GL335-00-ENG000000,Mobile Asset Controller,0,200,
CP05MOAS-GL335-01-ADCPAM000,Velocity Profiler (600kHz),0,200,
CP05MOAS-GL335-02-FLORTM000,3-Wavelength Fluorometer,0,200,
CP05MOAS-GL335-03-CTDGVM000,CTD,0,200,
CP05MOAS-GL335-04-DOSTAM000,Dissolved Oxygen,0,200,
CP05MOAS-GL335-05-PARADM000,Photosynthetically Available Radiation,0,200,
CP05MOAS-GL336-00-ENG000000,Mobile Asset Controller,0,1000,
CP05MOAS-GL336-01-ADCPAM000,Velocity Profiler (600kHz),0,1000,
CP05MOAS-GL336-02-FLORTM000,3-Wavelength Fluorometer,0,1000,
CP05MOAS-GL336-03-CTDGVM000,CTD,0,1000,
CP05MOAS-GL336-04-DOSTAM000,Dissolved Oxygen,0,1000,
CP05MOAS-GL336-05-PARADM000,Photosynthetically Available Radiation,0,1000,
CP05MOAS-GL339-00-ENG000000,Mobile Asset Controller,0,200,
CP05MOAS-GL339-01-ADCPAM000,Velocity Profiler (600kHz),0,200,
CP05MOAS-GL339-02-FLORTM000,3-Wavelength Fluorometer,0,200,
CP05MOAS-GL339-03-CTDGVM000,CTD,0,200,
CP05MOAS-GL339-04-DOSTAM000,Dissolved Oxygen,0,200,
CP05MOAS-GL339-05-PARADM000,Photosynthetically Available Radiation,0,200,
CP05MOAS-GL340-00-ENG000000,Mobile Asset Controller,0,200,
CP05MOAS-GL340-01-ADCPAM000,Velocity Profiler (600kHz),0,200,
CP05MOAS-GL340-02-FLORTM000,3-Wavelength Fluorometer,0,200,
CP05MOAS-GL340-03-CTDGVM000,CTD,0,200,
CP05MOAS-GL340-04-DOSTAM000,Dissolved Oxygen,0,200,
CP05MOAS-GL340-05-PARADM000,Photosynthetically Available Radiation,0,200,
CP05MOAS-GL374-00-ENG000000,Mobile Asset Controller,0,200,
CP05MOAS-GL374-01-ADCPAM000,Velocity Profiler (600kHz),0,200,
CP05MOAS-GL374-02-FLORTM000,3-Wavelength Fluorometer,0,200,
CP05MOAS-GL374-03-CTDGVM000,CTD,0,200,
CP05MOAS-GL374-04-DOSTAM000,Dissolved Oxygen,0,200,
CP05MOAS-GL374-05-PARADM000,Photosynthetically Available Radiation,0,200,
CP05MOAS-GL375-00-ENG000000,Mobile Asset Controller,0,0,
CP05MOAS-GL375-01-ADCPAM000,Velocity Profiler (600kHz),0,0,
CP05MOAS-GL375-02-FLORTM000,3-Wavelength Fluorometer,0,0,
CP05MOAS-GL375-03-CTDGVM000,CTD,0,0,
CP05MOAS-GL375-04-DOSTAM000,Dissolved Oxygen,0,0,
CP05MOAS-GL375-05-PARADM000,Photosynthetically Available Radiation,0,0,
CP05MOAS-GL376-00-ENG000000,Mobile Asset Controller,0,1000,
CP05MOAS-GL376-01-ADCPAM000,Velocity Profiler (600kHz),0,0,
CP05MOAS-GL376-02-FLORTM000,3-Wavelength Fluorometer,0,1000,
CP05MOAS-GL376-03-CTDGVM000,CTD,0,1000,
CP05MOAS-GL376-04-DOSTAM000,Dissolved Oxygen,0,1000,
CP05MOAS-GL376-05-PARADM000,Photosynthetically Available Radiation,0,1000,
CP05MOAS-GL379-00-ENG000000,Mobile Asset Controller,0,1000,
CP05MOAS-GL379-01-ADCPAM000,Velocity Profiler (600kHz),0,1000,
CP05MOAS-GL379-02-FLORTM000,3-Wavelength Fluorometer,0,1000,
CP05MOAS-GL379-03-CTDGVM000,CTD,0,1000,
CP05MOAS-GL379-04-DOSTAM000,Dissolved Oxygen,0,1000,
CP05MOAS-GL379-05-PARADM000,Photosynthetically Available Radiation,0,1000,
CP05MOAS-GL380-00-ENG000000,Mobile Asset Controller,0,1000,
CP05MOAS-GL380-01-ADCPAM000,Velocity Profiler (600kHz),0,1000,
CP05MOAS-GL380-02-FLORTM000,3-Wavelength Fluorometer,0,1000,
CP05MOAS-GL380-03-CTDGVM000,CTD,0,1000,
CP05MOAS-GL380-04-DOSTAM000,Dissolved Oxygen,0,1000,
CP05MOAS-GL380-05-PARADM000,Photosynthetically Available Radiation,0,1000,
CP05MOAS-GL387-00-ENG000000,Mobile Asset Controller,0,1000,
CP05MOAS-GL387-01-ADCPAM000,Velocity Profiler (600kHz),0,1000,
CP05MOAS-GL387-02-FLORTM000,3-Wavelength Fluorometer,0,1000,
CP05MOAS-GL387-03-CTDGVM000,CTD,0,1000,
CP05MOAS-GL387-04-DOSTAM000,Dissolved Oxygen,0,1000,
CP05MOAS-GL387-05-PARADM000,Photosynthetically Available Radiation,0,1000,
CP05MOAS-GL388-00-ENG000000,Mobile Asset Controller,0,1000,
CP05MOAS-GL388-01-ADCPAM000,Velocity Profiler (600kHz),0,1000,
CP05MOAS-GL388-02-FLORTM000,3-Wavelength Fluorometer,0,1000,
CP05MOAS-GL388-03-CTDGVM000,CTD,0,1000,
CP05MOAS-GL388-04-DOSTAM000,Dissolved Oxygen,0,1000,
CP05MOAS-GL388-05-PARADM000,Photosynthetically Available Radiation,0,1000,
CP05MOAS-GL389-00-ENG000000,Mobile Asset Controller,0,1000,
CP05MOAS-GL389-01-ADCPAM000,Velocity Profiler (600kHz),0,1000,
CP05MOAS-GL389-02-FLORTM000,3-Wavelength Fluorometer,0,1000,
CP05MOAS-GL389-03-CTDGVM000,CTD,0,1000,
CP05MOAS-GL389-04-DOSTAM000,Dissolved Oxygen,0,1000,
CP05MOAS-GL389-05-PARADM000,Photosynthetically Available Radiation,0,1000,
GA01SUMO-RID16-00-DCLENG000,Data Concentrator Logger (DCL),12,12,
GA01SUMO-RID16-01-OPTAAD000,Spectrophotometer,12,12,Near Surface Instrument Frame
GA01SUMO-RID16-02-FLORTD000,3-Wavelength Fluorometer,12,12,Near Surface Instrument Frame
GA01SUMO-RID16-03-CTDBPF000,CTD,12,12,Near Surface Instrument Frame
GA01SUMO-RID16-04-VELPTA000,Single Point Velocity Meter,12,12,Near Surface Instrument Frame
GA01SUMO-RID16-05-PCO2WB000,pCO2 Water,12,12,Near Surface Instrument Frame
GA01SUMO-RID16-06-DOSTAD000,Dissolved Oxygen,12,12,Near Surface Instrument Frame
GA01SUMO-RID16-07-NUTNRB000,Nitrate,12,12,Near Surface Instrument Frame
GA01SUMO-RID16-08-SPKIRB000,Spectral Irradiance,12,12,Near Surface Instrument Frame
GA01SUMO-RII11-02-ADCPSN010,Velocity Profiler (75 kHz),500,500,Sensor cage
GA01SUMO-RII11-02-CTDBPP031,CTD (40 meters),40,40,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDBPP032,CTD (80 meters),80,80,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDBPP033,CTD (130 meters),130,130,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ011,CTD (20 meters),20,20,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ012,CTD (60 meters),60,60,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ013,CTD (100 meters),100,100,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ014,CTD (180 meters),180,180,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ015,CTD (250 meters),250,250,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ016,CTD (350 meters),350,350,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ017,CTD (500 meters),500,500,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOQ031,,,,
GA01SUMO-RII11-02-CTDMOQ033,,,,
GA01SUMO-RII11-02-CTDMOR018,CTD (750 meters),750,750,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOR019,CTD (1000 meters),1000,1000,Fixed on Inductive Wire
GA01SUMO-RII11-02-CTDMOR020,CTD (1500 meters),1500,1500,Fixed on Inductive Wire
GA01SUMO-RII11-02-DOSTAD031,Dissolved Oxygen (40 meters),40,40,Fixed on Inductive Wire
GA01SUMO-RII11-02-DOSTAD032,Dissolved Oxygen (80 meters),80,80,Fixed on Inductive Wire
GA01SUMO-RII11-02-DOSTAD033,Dissolved Oxygen (130 meters),130,130,Fixed on Inductive Wire
GA01SUMO-RII11-02-FLORDG031,2-Wavelength Fluorometer (40 meters),40,40,Fixed on Inductive Wire
GA01SUMO-RII11-02-FLORDG032,2-Wavelength Fluorometer (80 meters),80,80,Fixed on Inductive Wire
GA01SUMO-RII11-02-FLORDG033,2-Wavelength Fluorometer (130 meters),130,130,Fixed on Inductive Wire
GA01SUMO-RII11-02-PCO2WC051,pCO2 Water (40 meters),40,40,Fixed on Inductive Wire
GA01SUMO-RII11-02-PCO2WC052,pCO2 Water (80 meters),80,80,Fixed on Inductive Wire
GA01SUMO-RII11-02-PCO2WC053,pCO2 Water (130 meters),130,130,Fixed on Inductive Wire
GA01SUMO-RII11-02-PHSENE041,Seawater pH (20 meters),20,20,Fixed on Inductive Wire
GA01SUMO-RII11-02-PHSENE042,Seawater pH (100 meters),100,100,Fixed on Inductive Wire
GA01SUMO-SBC11-00-CPMENG000,Platform Controller,0,0,
GA01SUMO-SBD11-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
GA01SUMO-SBD11-01-MOPAK0000,3-Axis Motion Pack,0,0,"Buoy Well, center of Mass"
GA01SUMO-SBD11-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
GA01SUMO-SBD11-04-DOSTAD000,Dissolved Oxygen,1,1,Bottom of Buoy
GA01SUMO-SBD11-05-SPKIRB000,Spectral Irradiance,-5,-5,Buoy Tower
GA01SUMO-SBD11-06-METBKA000,Bulk Meteorology Instrument Package,-5,-5,Buoy Tower
GA01SUMO-SBD11-08-NUTNRB000,Nitrate,1,1,Bottom of Buoy
GA01SUMO-SBD12-00-DCLENG000,Data Concentrator Logger (DCL),0,0,
GA01SUMO-SBD12-01-OPTAAD000,Spectrophotometer,1,1,Bottom of Buoy
GA01SUMO-SBD12-02-FLORTD000,3-Wavelength Fluorometer,1,1,Bottom of Buoy
GA01SUMO-SBD12-03-HYDGN0000,Hydrogen Sensor,0,0,Buoy Well
GA01SUMO-SBD12-04-PCO2AA000,pCO2 Air-Sea,0,0,"Buoy Well (1 probe in air, 1 probe in water)"
GA01SUMO-SBD12-05-WAVSSA000,Surface Wave Spectra,0,0,"Buoy Well, center of Mass"
GA01SUMO-SBD12-06-METBKA000,Bulk Meteorology Instrument Package,-5,-5,Buoy Tower
GA02HYPM-MPM01-02-ZPLSGA009,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GA02HYPM-MPM01-02-ZPLSGA010,Bio-acoustic Sonar (Global),150,150,Mid-Water Platform
GA02HYPM-RIM01-00-SIOENG000,Platform Controller,5034,5034,
GA02HYPM-RIM01-02-CTDMOG039,CTD,164,164,
GA02HYPM-WFP02-00-WFPENG000,Profiler Controller,310,2573,
GA02HYPM-WFP02-01-FLORDL000,2-Wavelength Fluorometer,310,2573,Wire Following Profiler Body
GA02HYPM-WFP02-03-DOSTAL000,Dissolved Oxygen,310,2573,Wire Following Profiler Body
GA02HYPM-WFP02-04-CTDPFL000,CTD,310,2573,Wire Following Profiler Body
GA02HYPM-WFP02-05-VEL3DL000,3-D Single Point Velocity Meter,310,2573,Wire Following Profiler Body
GA02HYPM-WFP03-00-WFPENG000,Profiler Controller,2600,5023,
GA02HYPM-WFP03-01-FLORDL000,2-Wavelength Fluorometer,2600,5023,Wire Following Profiler Body
GA02HYPM-WFP03-03-DOSTAL000,Dissolved Oxygen,2600,5023,Wire Following Profiler Body
GA02HYPM-WFP03-04-CTDPFL000,CTD,2600,5023,Wire Following Profiler Body
GA02HYPM-WFP03-05-VEL3DL000,3-D Single Point Velocity Meter,2600,5023,Wire Following Profiler Body
GA03FLMA-RIM01-00-SIOENG000,Platform Controller,1510,1510,
GA03FLMA-RIM01-02-ADCPSL003,Velocity Profiler (75 kHz),500,500,ADCP Float
