Array,platform,deploymentNumber,Deployment,lat,lon,CUID,AM_Date,CTD_CruiseName,CTD_CruiseLeg,CTDcast,notes
Global_Argentine_Basin,GA05MOAS-GL493,1,R00001,-42.92276,-42.45593,NBP-15-10,2015-11-13T00:00:00,GA2,,,
Global_Argentine_Basin,GA05MOAS-GL494,1,D00001,-42.92276,-42.45593,AT-26-30,2015-03-14T11:00:00,GA1,,5,
Global_Argentine_Basin,GA05MOAS-GL494,1,R00001,-42.92276,-42.45593,,2015-03-24T00:00:00,,,,
Global_Argentine_Basin,GA05MOAS-GL495,1,D00001,-42.92276,-42.45593,AT-26-30,2015-03-13T00:00:00,GA1,,,
Global_Argentine_Basin,GA05MOAS-GL495,1,R00001,-42.92276,-42.45593,AT-26-30,2015-03-14T00:00:00,GA1,,,
Global_Argentine_Basin,GA05MOAS-GL496,1,D00001,-42.92276,-42.45593,AT-26-30,2015-03-14T11:00:00,GA1,,5,
Global_Argentine_Basin,GA05MOAS-GL496,1,R00001,-42.92276,-42.45593,,2016-03-16T00:00:00,,,,
Global_Argentine_Basin,GA05MOAS-GL538,1,D00001,-42.585,-42.66667,NBP-15-10,2015-11-24T17:30:00,GA2,,14,
Global_Argentine_Basin,GA05MOAS-GL538,1,R00001,-42.585,-42.66667,NBP16-09,2016-11-03T21:36:00,GA3,,,
Global_Argentine_Basin,GA05MOAS-PG562,1,D00001,-42.57167,-42.65667,NBP-15-10,2015-11-24T21:30:00,GA2,,14,
Global_Argentine_Basin,GA05MOAS-PG562,1,R00001,-42.57167,-42.65667,,2017-01-27T00:00:00,,,,
Global_Argentine_Basin,GA05MOAS-PG563,1,D00001,-42.58833,-42.645,NBP-15-10,2015-11-24T21:47:00,GA2,,14,
Global_Argentine_Basin,GA05MOAS-PG563,1,R00001,-42.58833,-42.645,,2016-05-02T00:00:00,,,,
Global_Argentine_Basin,GA05MOAS-PG578,1,D00001,-42.49967,-41.863,NBP16-09,2016-11-01T01:58:00,GA3,,,
Global_Argentine_Basin,GA05MOAS-PG578,1,R00001,-42.49967,-41.863,,2017-09-09T08:35:00,,,,
Global_Argentine_Basin,GA05MOAS-PG580,1,D00001,-42.49867,-41.91067,NBP16-09,2016-11-01T01:32:00,GA3,,,
Global_Argentine_Basin,GA05MOAS-PG580,1,R00001,-42.49867,-41.91067,,2016-11-04T11:09:00,,,,
Global_Irminger,GI01SUMO,1,D00001,59.9337,-39.47378,KN-221-4,2014-09-10T18:50:00,GI1,,"5, 7",
Global_Irminger,GI01SUMO,1,R00001,59.9337,-39.47378,AT-30-01,2015-08-22T11:00:00,GI2,,4,
Global_Irminger,GI01SUMO,2,D00002,59.94358,-39.57372,AT-30-01,2015-08-15T19:22:00,GI2,,13,
Global_Irminger,GI01SUMO,2,R00002,59.94358,-39.57372,AR-07-01,2016-07-19T00:00:00,GI3,,10,
Global_Irminger,GI01SUMO,3,D00003,59.9341,-39.4673,AR-07-01,2016-07-10T17:44:00,GI3,,6,
Global_Irminger,GI01SUMO,3,R00003,59.9341,-39.4673,AR21,2017-08-14T09:33:00,GI4,,7,
Global_Irminger,GI01SUMO,4,D00004,59.9462,-39.4737,AR21,2017-08-05T18:17:00,GI4,,7,
Global_Irminger,GI01SUMO,4,R00004,59.9462,-39.4737,,,,,,
Global_Irminger,GI02HYPM,1,D00001,59.97533,-39.48183,KN-221-4,2014-09-11T17:13:00,GI1,,6,
Global_Irminger,GI02HYPM,1,R00001,59.97533,-39.48183,AT-30-01,2015-08-16T10:54:00,GI2,,5,
Global_Irminger,GI02HYPM,2,D00002,59.97275,-39.52348,AT-30-01,2015-08-16T22:59:00,GI2,,12,
Global_Irminger,GI02HYPM,2,R00002,59.97275,-39.52348,AR-07-01,2016-07-16T00:00:00,GI3,,7,
Global_Irminger,GI02HYPM,3,D00003,59.9695,-39.4886,AR-07-01,2016-07-11T14:22:00,GI3,,7,
Global_Irminger,GI02HYPM,3,R00003,59.9695,-39.4886,AR21,2017-08-10T10:18:00,GI4,,8,
Global_Irminger,GI02HYPM,4,D00004,59.9722,-39.5313,AR21,2017-08-06T13:45:00,GI4,,8,
Global_Irminger,GI02HYPM,4,R00004,59.9722,-39.5313,,,,,,
Global_Irminger,GI03FLMA,1,D00001,59.76683,-39.8425,KN-221-4,2014-09-12T20:11:00,GI1,,,
Global_Irminger,GI03FLMA,1,R00001,59.76683,-39.8425,AT-30-01,2015-08-18T10:41:00,GI2,,,
Global_Irminger,GI03FLMA,2,D00002,59.77067,-39.8801,AT-30-01,2015-08-18T23:48:00,GI2,,"7, 10",
Global_Irminger,GI03FLMA,2,R00002,59.77067,-39.8801,AR-07-01,2016-07-17T00:00:00,GI3,,8,
Global_Irminger,GI03FLMA,3,D00003,59.81771,-39.84123,AR-07-01,2016-07-12T15:59:00,GI3,,8,
Global_Irminger,GI03FLMA,3,R00003,59.81771,-39.84123,AR21,2017-08-12T11:36:00,GI4,,11,
Global_Irminger,GI03FLMA,4,D00004,59.7699,-39.886,AR21,2017-08-08T15:59:00,GI4,,11,
Global_Irminger,GI03FLMA,4,R00004,59.7699,-39.886,,,,,,
Global_Irminger,GI03FLMB,1,D00001,59.71267,-39.23017,KN-221-4,2014-09-16T13:24:00,GI1,,,
Global_Irminger,GI03FLMB,1,R00001,59.71267,-39.23017,AT-30-01,2015-08-20T12:56:00,GI2,,9,
Global_Irminger,GI03FLMB,2,D00002,59.71823,-39.35362,AT-30-01,2015-08-21T17:11:00,GI2,,"8, 11",
Global_Irminger,GI03FLMB,2,R00002,59.71823,-39.35362,AR-07-01,2016-07-18T00:00:00,GI3,,9,
Global_Irminger,GI03FLMB,3,D00003,59.71547,-39.31479,AR-07-01,2016-07-13T15:49:00,GI3,,9,
Global_Irminger,GI03FLMB,3,R00003,59.71547,-39.31479,AR21,2017-08-11T12:02:00,GI4,,10,
Global_Irminger,GI03FLMB,4,D00004,59.7166,-39.3521,AR21,2017-08-07T15:49:00,GI4,,10,
Global_Irminger,GI03FLMB,4,R00004,59.7166,-39.3521,,,,,,
Global_Irminger,GI05MOAS-GL469,1,D00001,59.93373,-39.47383,KN-221-4,2014-09-10T23:00:00,GI1,,9,
Global_Irminger,GI05MOAS-GL469,1,R00001,59.93373,-39.47383,KN-221-4,2014-09-18T00:00:00,GI1,,,
Global_Irminger,GI05MOAS-GL477,1,D00001,59.93373,-39.47383,KN-221-4,2014-09-10T23:00:00,GI1,,9,
Global_Irminger,GI05MOAS-GL477,1,R00001,59.93373,-39.47383,,2015-04-17T00:00:00,,,,
Global_Irminger,GI05MOAS-GL478,1,D00001,59.93373,-39.47383,KN-221-4,2014-09-11T00:50:00,GI1,,9,
Global_Irminger,GI05MOAS-GL478,1,R00001,59.93373,-39.47383,,2014-09-12T00:00:00,,,,
Global_Irminger,GI05MOAS-GL484,2,D00002,59.86,-39.13167,AT-30-01,2015-08-17T10:25:00,GI2,,6,
Global_Irminger,GI05MOAS-GL484,2,R00002,59.86,-39.13167,AT-30-01,2015-08-27T00:00:00,GI2,,,
Global_Irminger,GI05MOAS-GL484,3,D00003,59.85916,-39.13213,AR-07-01,2016-07-09T10:32:00,GI3,,5,
Global_Irminger,GI05MOAS-GL484,3,R00003,59.85916,-39.13213,,2016-10-19T00:00:00,,,,
Global_Irminger,GI05MOAS-GL485,2,D00002,59.8582,-39.118,AT-30-01,2015-08-17T10:36:00,GI2,,6,
Global_Irminger,GI05MOAS-GL485,2,R00002,59.8582,-39.118,,2015-11-20T00:00:00,,,,
Global_Irminger,GI05MOAS-GL486,2,D00002,,,,2017-08-09T09:55:00,GI4,,12,Glider leaked and recovered on the same day
Global_Irminger,GI05MOAS-GL486,2,R00002,,,,2017-08-09T14:19:00,GI4,,,Glider leaked and recovered on the same day
Global_Irminger,GI05MOAS-GL493,2,D00002,59.8576,-39.1472,AR21,2017-08-09T12:22:00,GI4,,12,
Global_Irminger,GI05MOAS-GL493,2,R00002,59.8576,-39.1472,,,,,,
Global_Irminger,GI05MOAS-GL495,2,D00002,59.86108,-39.11333,AT-30-01,2015-08-17T14:02:00,GI2,,6,
Global_Irminger,GI05MOAS-GL495,2,R00002,59.86108,-39.11333,,2015-11-05T00:00:00,,,,
Global_Irminger,GI05MOAS-GL559,1,D00001,59.86086,-39.12924,AR-07-01,2016-07-09T10:12:00,GI3,,5,
Global_Irminger,GI05MOAS-GL559,1,R00001,59.86086,-39.12924,,2017-06-18T16:57:05,,,,
Global_Irminger,GI05MOAS-PG528,1,D00001,59.86283,-39.11552,AT-30-01,2015-08-17T12:25:00,GI2,,6,
Global_Irminger,GI05MOAS-PG528,1,R00001,59.86283,-39.11552,,2016-06-18T00:00:00,,,,
Global_Irminger,GI05MOAS-PG564,1,D00001,,,,2016-07-09T13:13:00,GI3,,5,Glider leaked and recovered on the same day
Global_Irminger,GI05MOAS-PG564,1,R00001,,,,2016-07-11T17:04:00,GI3,,,Glider leaked and recovered on the same day
Global_Irminger,GI05MOAS-PG577,1,D00001,,,,2016-07-09T11:09:00,GI3,,5,Glider leaked and recovered on the same day
Global_Irminger,GI05MOAS-PG577,1,R00001,,,,2016-07-11T17:42:00,GI3,,,Glider leaked and recovered on the same day
Global_Irminger,GI05MOAS-PG581,1,D00001,,,,2017-08-09T10:04:00,GI4,,12,Glider leaked and recovered on the same day
Global_Irminger,GI05MOAS-PG581,1,R00001,,,,2017-08-09T17:34:00,GI4,,,Glider leaked and recovered on the same day
Global_Papa,GP02HYPM,1,D00001,50.07067,-144.798,MV-1309,2013-07-26T08:11:00,GP1,,10,
Global_Papa,GP02HYPM,1,R00001,50.07067,-144.798,MV-1404,2014-06-14T00:00:00,GP2,,4,
Global_Papa,GP02HYPM,2,D00002,50.07833,-144.80533,MV-1404,2014-06-16T02:15:00,GP2,,6,
Global_Papa,GP02HYPM,2,R00002,50.07833,-144.80533,TN-323,2015-06-02T00:00:00,GP3,,4,
Global_Papa,GP02HYPM,3,D00003,50.07983,-144.803,TN-323,2015-06-04T23:38:00,GP3,,8,
Global_Papa,GP02HYPM,3,R00003,50.07983,-144.803,RB-16-05,2016-07-01T18:56:00,GP4,,,
Global_Papa,GP02HYPM,4,D00004,50.0796,-144.80572,RB-16-05,2016-07-03T02:05:00,GP4,,,
Global_Papa,GP02HYPM,4,R00004,50.0796,-144.80572,SR17-10,2017-07-16T15:20:00,GP5,,10,
Global_Papa,GP02HYPM,5,D00005,50.1156,-144.9176,SR17-10,2017-07-15T21:25:00,GP5,,"8, 9",
Global_Papa,GP02HYPM,5,R00005,50.1156,-144.9176,,,,,,
Global_Papa,GP03FLMA,1,D00001,49.9795,-144.254,MV-1309,2013-07-21T22:44:00,GP1,,,
Global_Papa,GP03FLMA,1,R00001,49.9795,-144.254,MV-1404,2014-06-15T00:00:00,GP2,,,
Global_Papa,GP03FLMA,2,D00002,49.9775,-144.24567,MV-1404,2014-06-17T06:00:00,GP2,,,
Global_Papa,GP03FLMA,2,R00002,49.9775,-144.24567,TN-323,2015-06-05T00:00:00,GP3,,,
Global_Papa,GP03FLMA,3,D00003,49.97667,-144.24617,TN-323,2015-06-06T22:40:00,GP3,,,
Global_Papa,GP03FLMA,3,R00003,49.97667,-144.24617,RB-16-05,2016-06-28T19:10:00,GP4,,,
Global_Papa,GP03FLMA,4,D00004,49.97434,-144.23972,RB-16-05,2016-07-01T01:07:00,GP4,,,
Global_Papa,GP03FLMA,4,R00004,49.97434,-144.23972,SR17-10,2017-07-18T15:13:00,GP5,,13,
Global_Papa,GP03FLMA,5,D00005,50.02288,-144.36125,SR17-10,2017-07-13T23:00:00,GP5,,"4, 5",
Global_Papa,GP03FLMA,5,R00005,50.02288,-144.36125,,,,,,
Global_Papa,GP03FLMB,1,D00001,50.33167,-144.40083,MV-1309,2013-07-24T06:32:00,GP1,,,
Global_Papa,GP03FLMB,1,R00001,50.33167,-144.40083,MV-1404,2014-06-18T00:00:00,GP2,,,
Global_Papa,GP03FLMB,2,D00002,50.33133,-144.3975,MV-1404,2014-06-20T02:00:00,GP2,,,
Global_Papa,GP03FLMB,2,R00002,50.33133,-144.3975,TN-323,2015-06-07T00:00:00,GP3,,,
Global_Papa,GP03FLMB,3,D00003,50.33033,-144.39833,TN-323,2015-06-08T21:25:00,GP3,,,
Global_Papa,GP03FLMB,3,R00003,50.33033,-144.39833,RB-16-05,2016-07-03T18:35:00,GP4,,,
Global_Papa,GP03FLMB,4,D00004,50.32925,-144.398,RB-16-05,2016-07-04T23:07:00,GP4,,,
Global_Papa,GP03FLMB,4,R00004,50.32925,-144.398,SR17-10,2017-07-17T15:02:00,GP5,,"11, 12",
Global_Papa,GP03FLMB,5,D00005,50.37768,-144.514867,SR17-10,2017-07-14T22:49:00,GP5,,"6, 7",
Global_Papa,GP03FLMB,5,R00005,50.37768,-144.514867,,,,,,
Global_Papa,GP05MOAS-GL276,1,D00001,50.07833,-144.80533,MV-1404,2014-06-15T05:30:00,GP2,,5,
Global_Papa,GP05MOAS-GL276,1,R00001,50.07833,-144.80533,TN-323,2015-06-02T00:00:00,GP3,,,
Global_Papa,GP05MOAS-GL361,1,D00001,50.07067,-144.798,TY-1402,2014-02-20T00:00:00,,,,
Global_Papa,GP05MOAS-GL361,1,R00001,50.07067,-144.798,,2014-05-04T00:00:00,,,,
Global_Papa,GP05MOAS-GL362,1,D00001,50.07833,-144.80533,TY-1408,2014-08-29T00:00:00,,,,
Global_Papa,GP05MOAS-GL362,1,R00001,50.07833,-144.80533,,2014-09-04T00:00:00,,,,
Global_Papa,GP05MOAS-GL363,1,D00001,50.07067,-144.798,MV-1309,2013-07-19T23:00:00,GP1,,7,
Global_Papa,GP05MOAS-GL363,1,R00001,50.07067,-144.798,MV-1404,2014-06-15T00:00:00,GP2,,5,
Global_Papa,GP05MOAS-GL363,2,D00002,50.16648,-144.50107,RB-16-05,2016-06-30T02:30:00,GP4,,,
Global_Papa,GP05MOAS-GL363,2,R00002,50.16648,-144.50107,RB-16-05,2016-07-05T07:08:00,GP4,,,
Global_Papa,GP05MOAS-GL364,1,D00001,50.07067,-144.798,MV-1309,2013-07-19T23:00:00,GP1,,7,
Global_Papa,GP05MOAS-GL364,1,R00001,50.07067,-144.798,MV-1404,2014-06-15T00:00:00,GP2,,5,
Global_Papa,GP05MOAS-GL365,1,D00001,50.07067,-144.798,MV-1309,2013-07-19T23:00:00,GP1,,7,
Global_Papa,GP05MOAS-GL365,1,R00001,50.07067,-144.798,,2014-02-20T00:00:00,,,,
Global_Papa,GP05MOAS-GL365,2,D00002,50.16558,-144.50077,RB-16-05,2016-06-27T15:35:00,GP4,,,
Global_Papa,GP05MOAS-GL365,2,R00002,50.16558,-144.50077,,2017-05-21T00:00:00,,,,
Global_Papa,GP05MOAS-GL453,1,D00001,50.07833,-144.80533,TY-1402,2014-08-29T00:00:00,,,,
Global_Papa,GP05MOAS-GL453,1,R00001,50.07833,-144.80533,,2014-10-30T00:00:00,,,,
Global_Papa,GP05MOAS-GL523,1,D00001,49.96608,-144.2464,TN-323,2015-06-02T04:40:00,GP3,,5,
Global_Papa,GP05MOAS-GL523,1,R00001,49.96608,-144.2464,,2016-08-28T00:00:00,,,,
Global_Papa,GP05MOAS-GL525,1,D00001,50.16428,-144.57165,TN-323,2015-06-02T11:25:00,GP3,,5,
Global_Papa,GP05MOAS-GL525,1,R00001,50.16428,-144.57165,RB-16-05,2016-07-06T16:52:00,GP4,,,
Global_Papa,GP05MOAS-GL537,1,D00001,50.17548,-144.55345,TN-323,2015-06-02T11:05:00,GP3,,5,
Global_Papa,GP05MOAS-GL537,1,R00001,50.17548,-144.55345,RB-16-05,2016-06-27T05:02:00,GP4,,,
Global_Papa,GP05MOAS-PG514,2,D00002,50.16692,-144.5453,TN-323,2015-06-02T10:00:00,GP3,,5,
Global_Papa,GP05MOAS-PG514,2,R00002,50.16692,-144.5453,,2015-11-16T00:00:00,,,,
Global_Papa,GP05MOAS-PG515,2,D00002,50.16765,-144.5446,TN-323,2015-06-02T09:55:00,GP3,,5,
Global_Papa,GP05MOAS-PG515,2,R00002,50.16765,-144.5446,,2016-02-18T00:00:00,,,,
Global_Papa,GP05MOAS-PG575,1,D00001,50.1487,-144.5076,RB-16-05,2016-06-27T18:58:00,GP4,,,
Global_Papa,GP05MOAS-PG575,1,R00001,50.1487,-144.5076,RB-16-05,2016-07-05T14:52:00,GP4,,,
Global_Papa,GP05MOAS-PG576,1,D00001,,,,2016-06-27T18:47:00,GP4,,,Failed deployment
Global_Papa,GP05MOAS-PG576,1,R00001,,,,2016-07-05T05:42:00,GP4,,,Failed deployment
Global_Southern_Ocean,GS01SUMO,1,D00001,-54.40833,-89.3575,AT-26-29,2015-02-18T21:06:00,GS1,,8,
Global_Southern_Ocean,GS01SUMO,1,R00001,-54.40833,-89.3575,NBP-15-11,2015-12-27T11:20:00,GS2,,14,
Global_Southern_Ocean,GS01SUMO,2,D00002,-54.40408,-89.20691,NBP-15-11,2015-12-14T20:20:00,GS2,,16,
Global_Southern_Ocean,GS01SUMO,2,R00002,-54.40408,-89.20691,NBP16-10,2016-12-12T07:58:00,GS3,,6,
Global_Southern_Ocean,GS01SUMO,3,D00003,-54.4076,-89.35673333,NBP16-10,2016-11-25T01:11:00,GS3,,"6, 14",
Global_Southern_Ocean,GS01SUMO,3,R00003,-54.4076,-89.35673333,,,,,,
Global_Southern_Ocean,GS02HYPM,1,D00001,-54.46834,-89.36843,AT-26-29,2015-02-19T23:00:00,GS1,,9,
Global_Southern_Ocean,GS02HYPM,1,R00001,-54.46834,-89.36843,NBP-15-11,2015-12-25T12:50:00,GS2,,8,
Global_Southern_Ocean,GS02HYPM,2,D00002,-54.47011,-89.24,NBP-15-11,2015-12-15T19:34:00,GS2,,"7, 15",
Global_Southern_Ocean,GS02HYPM,2,R00002,-54.47011,-89.24,NBP16-10,2016-12-11T11:02:00,GS3,,4,
Global_Southern_Ocean,GS02HYPM,3,D00003,-54.46928833,-89.31909167,NBP16-10,2016-11-30T19:29:00,GS3,,"5, 13",
Global_Southern_Ocean,GS02HYPM,3,R00003,-54.46928833,-89.31909167,NBP17-09,2017-12-01T12:01:00,GS4,,,
Global_Southern_Ocean,GS03FLMA,1,D00001,-54.10517,-89.65361,AT-26-29,2015-02-25T23:55:00,GS1,,11,
Global_Southern_Ocean,GS03FLMA,1,R00001,-54.10517,-89.65361,NBP-15-11,2015-12-18T12:33:00,GS2,,11,
Global_Southern_Ocean,GS03FLMA,2,D00002,-54.12563,-89.55293,NBP-15-11,2015-12-17T19:42:00,GS2,,10,
Global_Southern_Ocean,GS03FLMA,2,R00002,-54.12563,-89.55293,NBP16-10,2016-12-06T09:31:00,GS3,,9,
Global_Southern_Ocean,GS03FLMA,3,D00003,-54.10421167,-89.65421167,NBP16-10,2016-12-01T19:20:00,GS3,,"7, 8",
Global_Southern_Ocean,GS03FLMA,3,R00003,-54.10421167,-89.65421167,NBP17-09,2017-12-03T17:19:00,GS4,,,
Global_Southern_Ocean,GS03FLMB,1,D00001,-54.0803,-88.9346,AT-26-29,2015-02-23T20:19:00,GS1,,10,
Global_Southern_Ocean,GS03FLMB,1,R00001,-54.0803,-88.9346,NBP-15-11,2015-12-19T18:40:00,GS2,,12,
Global_Southern_Ocean,GS03FLMB,2,D00002,-54.0824,-88.85905,NBP-15-11,2015-12-16T19:33:00,GS2,,9,
Global_Southern_Ocean,GS03FLMB,2,R00002,-54.0824,-88.85905,NBP16-10,2016-12-05T11:45:00,GS3,,12,
Global_Southern_Ocean,GS03FLMB,3,D00003,-54.08030667,-88.93177167,NBP16-10,2016-12-03T19:08:00,GS3,,"10, 11",
Global_Southern_Ocean,GS03FLMB,3,R00003,-54.08030667,-88.93177167,NBP17-09,2017-12-03T12:32:00,GS4,,,
Global_Southern_Ocean,GS05MOAS-GL484,1,D00001,-54.426925,-89.283383,AT-26-29,2015-02-20T20:15:00,GS1,,,
Global_Southern_Ocean,GS05MOAS-GL484,1,R00001,-54.426925,-89.283383,AT-26-29,2015-02-21T23:05:00,GS1,,,
Global_Southern_Ocean,GS05MOAS-GL485,1,D00001,-54.47977,-89.37715,AT-26-29,2015-02-21T16:28:00,GS1,,,
Global_Southern_Ocean,GS05MOAS-GL485,1,R00001,-54.47977,-89.37715,AT-26-29,2015-02-24T11:45:00,GS1,,,
Global_Southern_Ocean,GS05MOAS-GL486,1,D00001,-54.4082,-89.35758,AT-26-29,2015-02-21T16:35:00,GS1,,"9, 12",
Global_Southern_Ocean,GS05MOAS-GL486,1,R00001,-54.4082,-89.35758,NBP-15-11,2015-12-20T00:00:00,GS2,,6,
Global_Southern_Ocean,GS05MOAS-GL524,1,D00001,-54.12563,-89.77859,NBP-15-11,2015-12-20T19:50:00,GS2,,13,
Global_Southern_Ocean,GS05MOAS-GL524,1,R00001,-54.12563,-89.77859,,2016-04-11T00:00:00,,,,
Global_Southern_Ocean,GS05MOAS-GL560,1,D00001,-54.12483,-89.77665,NBP-15-11,2015-12-20T19:20:00,GS2,,13,
Global_Southern_Ocean,GS05MOAS-GL560,1,R00001,-54.12483,-89.77665,NBP16-10,2016-11-27T00:00:00,GS3,,,
Global_Southern_Ocean,GS05MOAS-GL561,1,D00001,-54.2259,-89.75595,NBP-15-11,2015-12-25T21:41:00,GS2,,,
Global_Southern_Ocean,GS05MOAS-GL561,1,R00001,-54.2259,-89.75595,,2016-11-03T23:59:00,,,,
Global_Southern_Ocean,GS05MOAS-PG565,1,D00001,-54.12519,-89.76248,NBP-15-11,2015-12-20T17:46:00,GS2,,13,
Global_Southern_Ocean,GS05MOAS-PG565,1,R00001,-54.12519,-89.76248,,2016-11-21T00:00:00,,,,
Global_Southern_Ocean,GS05MOAS-PG566,1,D00001,-54.12559,-89.75086,NBP-15-11,2015-12-20T17:16:00,GS2,,13,
Global_Southern_Ocean,GS05MOAS-PG566,1,R00001,-54.12559,-89.75086,,2016-10-12T11:45:00,,,,
